' ' 32 0 0 0 0 32 0 0 0 0
'Z' 90 66 84 6 84 78 0.59375 0.323242 0.658203 0.405273
'[' 91 29 106 9 89 43 0.658203 0.323242 0.686523 0.426758
'\' 92 36 85 0 84 36 0.686523 0.323242 0.72168 0.40625
']' 93 30 106 4 89 43 0.72168 0.323242 0.750977 0.426758
'^' 94 58 60 1 84 60 0.750977 0.323242 0.807617 0.381836
'_' 95 66 7 -1 -10 64 0.807617 0.323242 0.87207 0.330078
'`' 96 26 19 7 89 43 0.87207 0.323242 0.897461 0.341797
'a' 97 52 61 4 60 57 0.897461 0.323242 0.948242 0.382812
'b' 98 60 90 0 89 64 0 0.426758 0.0585938 0.514648
'c' 99 49 61 4 60 57 0.0585938 0.426758 0.106445 0.486328
'd' 100 59 90 4 89 64 0.106445 0.426758 0.164062 0.514648
'e' 101 48 61 5 60 57 0.164062 0.426758 0.210938 0.486328
'f' 102 40 90 3 90 43 0.210938 0.426758 0.25 0.514648
'g' 103 57 94 5 66 64 0.25 0.426758 0.305664 0.518555
'h' 104 62 89 1 89 64 0.305664 0.426758 0.366211 0.513672
'i' 105 32 85 2 85 36 0.366211 0.426758 0.397461 0.509766
'j' 106 29 112 -4 85 36 0.397461 0.426758 0.425781 0.536133
'k' 107 62 89 2 89 64 0.425781 0.426758 0.486328 0.513672
'l' 108 31 89 2 89 36 0.486328 0.426758 0.516602 0.513672
'm' 109 96 60 2 60 100 0.516602 0.426758 0.610352 0.485352
'n' 110 61 60 2 60 64 0.610352 0.426758 0.669922 0.485352
'o' 111 56 61 4 60 64 0.669922 0.426758 0.724609 0.486328
'p' 112 57 87 2 60 64 0.724609 0.426758 0.780273 0.511719
'q' 113 58 89 4 62 64 0.780273 0.426758 0.836914 0.513672
'r' 114 40 60 2 60 43 0.836914 0.426758 0.875977 0.485352
's' 115 41 61 5 60 50 0.875977 0.426758 0.916016 0.486328
't' 116 34 74 1 73 36 0.916016 0.426758 0.949219 0.499023
'u' 117 61 60 1 59 64 0 0.536133 0.0595703 0.594727
'v' 118 64 60 0 59 64 0.0595703 0.536133 0.12207 0.594727
'w' 119 92 60 0 59 92 0.12207 0.536133 0.211914 0.594727
'x' 120 62 59 1 59 64 0.211914 0.536133 0.272461 0.59375
'y' 121 63 87 1 59 64 0.272461 0.536133 0.333984 0.621094
'z' 122 51 59 3 59 57 0.333984 0.536133 0.383789 0.59375
'{' 123 39 106 11 89 61 0.383789 0.536133 0.421875 0.639648
'|' 124 7 117 9 89 26 0.421875 0.536133 0.428711 0.650391
'}' 125 39 106 11 89 61 0.428711 0.536133 0.466797 0.639648
'~' 126 63 22 3 53 69 0.466797 0.536133 0.52832 0.557617
